episode,shots,reward,mode_switches,moving_avg_shots,moving_avg_rewards
170,76,32.29999999999995,5,73.49,31.380999999999975
171,85,31.399999999999935,2,73.75,31.354999999999972
172,83,31.59999999999996,4,73.5,31.40999999999997
173,53,37.59999999999997,2,73.06,31.513999999999967
174,79,28.99999999999997,5,72.97,31.492999999999974
175,122,27.699999999999896,2,73.8,31.379999999999974
176,118,25.09999999999993,2,74.04,31.325999999999972
177,86,34.29999999999994,6,73.85,31.37499999999997
178,87,28.19999999999999,4,73.86,31.313999999999968
179,85,31.399999999999952,4,73.82,31.34799999999997
180,83,34.599999999999966,4,73.86,31.403999999999968
181,95,27.399999999999984,2,74.13,31.31699999999997
182,49,37.99999999999999,4,74.05,31.324999999999974
183,35,36.39999999999999,4,73.64,31.395999999999972
184,50,37.89999999999996,4,73.31,31.458999999999975
185,92,27.69999999999995,5,73.16,31.443999999999974
186,54,37.499999999999964,6,72.99,31.520999999999976
187,80,28.9,6,72.56,31.563999999999975
188,81,28.800000000000008,5,72.58,31.501999999999974
189,98,30.09999999999996,4,72.75,31.574999999999978
190,76,35.29999999999997,4,72.7,31.609999999999978
191,54,34.49999999999999,4,72.44,31.605999999999977
192,74,32.49999999999997,4,72.67,31.55299999999997
193,87,31.199999999999996,6,72.75,31.574999999999974
194,73,29.60000000000001,2,72.54,31.59599999999997
195,64,30.499999999999936,2,72.69,31.58099999999997
196,83,28.599999999999977,2,72.69,31.550999999999966
197,74,35.49999999999997,2,72.65,31.58499999999997
198,52,31.70000000000001,3,72.26,31.59399999999997
199,38,39.09999999999999,5,72.06,31.61399999999997
200,48,38.09999999999996,2,71.95,31.684999999999967
201,69,30.000000000000004,4,71.62,31.68799999999997
202,84,34.49999999999996,2,71.89,31.750999999999973
203,64,36.499999999999986,2,71.75,31.764999999999972
204,59,36.99999999999996,5,71.64,31.835999999999977
205,39,35.99999999999998,3,71.06,31.863999999999972
206,121,24.79999999999989,2,71.21,31.848999999999975
207,58,31.09999999999996,2,70.88,31.82199999999997
208,61,30.799999999999986,2,71.15,31.73499999999997
209,73,29.600000000000016,3,71.28,31.66199999999997
210,84,28.49999999999991,4,71.6,31.629999999999974
211,57,31.199999999999996,5,71.8,31.579999999999973
212,73,29.599999999999987,2,71.92,31.56799999999997
213,51,28.799999999999976,2,71.52,31.517999999999976
214,61,33.799999999999955,4,71.67,31.502999999999975
215,75,29.39999999999995,4,71.59,31.480999999999973
216,77,29.200000000000014,5,71.62,31.44799999999997
217,55,37.399999999999984,5,71.29,31.540999999999976
218,80,28.900000000000002,4,71.29,31.540999999999972
219,111,28.799999999999955,2,71.67,31.502999999999975
220,22,37.699999999999996,3,71.09,31.590999999999976
221,55,22.399999999999988,2,71.09,31.47099999999997
222,49,35.00000000000001,3,70.68,31.571999999999974
223,59,36.99999999999996,2,70.25,31.64499999999997
224,74,32.49999999999999,2,70.36,31.633999999999972
225,84,28.499999999999925,2,70.67,31.602999999999973
226,71,29.79999999999996,2,71.13,31.55699999999998
227,70,32.89999999999998,3,71.24,31.545999999999978
228,63,27.599999999999966,4,70.95,31.544999999999973
229,73,29.59999999999994,4,70.43,31.596999999999976
230,46,32.29999999999997,2,69.94,31.705999999999975
231,69,26.999999999999943,3,70.11,31.628999999999973
232,28,37.09999999999999,4,70.03,31.636999999999972
233,62,30.699999999999953,5,70.07,31.63299999999997
234,66,33.299999999999955,4,69.63,31.64699999999997
235,100,23.899999999999935,4,69.78,31.601999999999965
236,85,28.39999999999995,2,70.03,31.546999999999972
237,33,33.59999999999998,3,69.9,31.559999999999977
238,107,29.199999999999918,4,70.43,31.506999999999977
239,89,33.99999999999998,2,70.69,31.600999999999967
240,83,31.599999999999994,4,70.81,31.618999999999968
241,29,33.999999999999986,3,70.5,31.649999999999967
242,58,34.099999999999966,3,70.56,31.61399999999997
243,108,26.09999999999991,2,71.23,31.486999999999966
244,100,32.89999999999996,3,71.49,31.460999999999967
245,73,32.599999999999966,4,71.59,31.510999999999967
246,82,28.69999999999996,2,71.65,31.534999999999968
247,111,25.799999999999994,2,71.66,31.53399999999997
248,56,34.299999999999955,4,71.44,31.585999999999967
249,89,27.999999999999925,4,71.67,31.532999999999973
250,60,36.89999999999996,2,71.76,31.643999999999973
251,113,25.600000000000023,3,72.19,31.600999999999967
252,51,34.799999999999976,4,72.07,31.642999999999976
253,33,36.599999999999994,4,72.05,31.614999999999974
254,81,34.79999999999994,4,71.75,31.70499999999997
255,101,26.799999999999947,4,72.2,31.659999999999968
256,77,29.199999999999964,4,72.53,31.596999999999966
257,91,30.79999999999996,5,72.76,31.60399999999997
258,32,30.69999999999999,2,72.01,31.648999999999965
259,98,30.099999999999913,4,72.27,31.65299999999997
260,85,31.399999999999977,2,72.35,31.614999999999974
261,81,28.79999999999997,2,72.33,31.55699999999997
262,34,36.49999999999997,4,72.42,31.57799999999997
263,77,29.19999999999995,3,72.51,31.538999999999973
264,111,25.799999999999912,3,72.84,31.535999999999966
265,48,35.09999999999998,5,72.74,31.635999999999964
266,51,37.799999999999976,2,72.39,31.670999999999964
267,41,29.79999999999996,2,71.94,31.685999999999968
268,91,27.79999999999999,2,71.71,31.648999999999972
269,84,28.499999999999964,2,72.0,31.559999999999977
270,34,36.499999999999986,2,71.58,31.601999999999972
271,50,31.89999999999997,2,71.23,31.606999999999974
272,62,33.69999999999999,2,71.02,31.62799999999997
273,84,34.49999999999996,4,71.33,31.59699999999997
274,82,28.699999999999932,4,71.36,31.593999999999966
275,116,28.29999999999988,4,71.3,31.599999999999962
276,62,21.69999999999998,2,70.74,31.565999999999963
277,77,29.199999999999967,2,70.65,31.514999999999965
278,88,28.099999999999937,2,70.66,31.51399999999996
279,58,31.099999999999987,4,70.39,31.510999999999964
280,64,24.500000000000007,4,70.2,31.409999999999968
281,88,28.09999999999997,2,70.13,31.416999999999966
282,64,33.49999999999997,2,70.28,31.371999999999968
283,63,30.599999999999987,4,70.56,31.313999999999965
284,120,27.89999999999987,4,71.26,31.21399999999997
285,71,35.799999999999955,3,71.05,31.294999999999963
286,110,28.89999999999994,2,71.61,31.208999999999975
287,41,38.8,6,71.22,31.30799999999997
288,98,33.09999999999998,4,71.39,31.350999999999967
289,65,30.39999999999998,5,71.06,31.35399999999997
290,65,36.39999999999996,2,70.95,31.364999999999974
291,85,31.39999999999997,2,71.26,31.333999999999968
292,60,30.9,6,71.12,31.31799999999997
293,69,24.000000000000007,4,70.94,31.24599999999997
294,50,34.89999999999996,2,70.71,31.298999999999968
295,71,29.79999999999998,2,70.78,31.29199999999997
296,85,28.39999999999999,4,70.8,31.289999999999967
297,64,33.49999999999999,5,70.7,31.26999999999997
298,67,33.19999999999996,3,70.85,31.284999999999968
299,129,26.999999999999936,4,71.76,31.163999999999966
300,103,26.59999999999998,2,72.31,31.048999999999964
301,53,37.599999999999966,4,72.15,31.124999999999964
302,71,35.79999999999998,2,72.02,31.137999999999966
303,48,35.09999999999998,2,71.86,31.123999999999963
304,74,35.499999999999986,4,72.01,31.10899999999997
305,43,35.59999999999999,4,72.05,31.104999999999965
306,70,29.89999999999996,5,71.54,31.155999999999967
307,72,29.699999999999985,2,71.68,31.141999999999967
308,73,35.59999999999996,3,71.8,31.18999999999997
309,120,30.89999999999995,2,72.27,31.202999999999964
310,94,27.500000000000018,4,72.37,31.192999999999966
311,95,30.39999999999995,2,72.75,31.184999999999967
312,67,30.19999999999999,5,72.69,31.190999999999967
313,89,22.0,4,73.07,31.122999999999966
314,37,33.199999999999974,2,72.83,31.116999999999965
315,78,32.09999999999995,2,72.86,31.143999999999963
316,75,23.399999999999988,4,72.84,31.085999999999967
317,89,30.999999999999957,4,73.18,31.021999999999963
318,68,33.1,4,73.06,31.063999999999968
319,74,32.499999999999986,4,72.69,31.100999999999967
320,91,27.800000000000022,2,73.38,31.001999999999967
321,66,33.29999999999998,4,73.49,31.110999999999972
322,48,29.099999999999987,2,73.48,31.05199999999997
323,102,20.70000000000001,4,73.91,30.888999999999967
324,99,26.999999999999908,3,74.16,30.833999999999964
325,121,24.799999999999976,2,74.53,30.796999999999965
326,51,31.79999999999998,3,74.33,30.81699999999997
327,60,36.89999999999997,2,74.23,30.85699999999997
328,55,34.400000000000006,4,74.15,30.924999999999972
329,113,28.599999999999987,2,74.55,30.914999999999967
330,72,35.69999999999993,4,74.81,30.948999999999966
331,73,29.6,2,74.85,30.974999999999962
332,72,32.699999999999946,4,75.29,30.930999999999962
333,45,38.399999999999984,4,75.12,31.007999999999967
334,65,36.39999999999996,2,75.11,31.038999999999966
335,78,29.099999999999994,3,74.89,31.090999999999966
336,88,31.09999999999995,2,74.92,31.11799999999997
337,83,28.6,4,75.42,31.067999999999966
338,60,36.89999999999998,2,74.95,31.144999999999968
339,87,31.199999999999918,5,74.93,31.116999999999965
340,89,27.999999999999993,4,74.99,31.080999999999968
341,67,30.200000000000017,2,75.37,31.042999999999964
342,76,35.29999999999998,2,75.55,31.054999999999968
343,44,38.499999999999986,2,74.91,31.17899999999997
344,50,31.89999999999997,2,74.41,31.168999999999972
345,63,36.59999999999996,2,74.31,31.208999999999975
346,86,28.300000000000004,2,74.35,31.204999999999973
347,67,36.19999999999999,4,73.91,31.30899999999997
348,89,28.00000000000002,4,74.24,31.24599999999997
349,67,30.199999999999967,4,74.02,31.267999999999976
350,66,33.29999999999994,4,74.08,31.231999999999967
351,85,31.39999999999997,4,73.8,31.289999999999974
352,70,29.899999999999967,4,73.99,31.240999999999968
353,41,38.800000000000004,5,74.07,31.26299999999998
354,81,25.79999999999992,2,74.07,31.172999999999973
355,48,32.09999999999995,2,73.54,31.22599999999997
356,78,29.099999999999916,2,73.55,31.22499999999997
357,46,35.3,4,73.1,31.26999999999997
358,60,36.9,2,73.38,31.331999999999976
359,99,29.999999999999908,2,73.39,31.330999999999975
360,81,34.799999999999955,2,73.35,31.364999999999974
361,80,25.900000000000006,6,73.34,31.33599999999997
362,91,27.79999999999999,4,73.91,31.24899999999998
363,62,30.699999999999996,4,73.76,31.263999999999974
364,37,36.19999999999999,3,73.02,31.367999999999974
365,39,39.0,4,72.93,31.40699999999997
366,108,29.09999999999993,3,73.5,31.31999999999997
367,61,24.799999999999976,5,73.7,31.26999999999997
368,77,29.19999999999996,3,73.56,31.283999999999974
369,67,30.19999999999999,4,73.39,31.300999999999974
370,81,28.799999999999976,2,73.86,31.223999999999975
371,78,29.1,2,74.14,31.195999999999973
372,89,27.99999999999995,5,74.41,31.138999999999974
373,53,37.599999999999966,4,74.1,31.169999999999973
374,60,36.89999999999996,2,73.88,31.25199999999997
375,91,27.800000000000004,4,73.63,31.24699999999998
376,60,27.900000000000002,2,73.61,31.308999999999973
377,37,36.19999999999999,3,73.21,31.378999999999973
378,92,33.69999999999994,2,73.25,31.434999999999974
379,69,29.999999999999982,4,73.36,31.423999999999975
380,51,31.79999999999998,4,73.23,31.49699999999997
381,75,29.399999999999924,2,73.1,31.509999999999977
382,54,34.49999999999999,6,73.0,31.51999999999998
383,70,35.89999999999996,4,73.07,31.57299999999998
384,46,38.299999999999976,2,72.33,31.67699999999998
385,98,27.099999999999994,3,72.6,31.589999999999982
386,49,34.99999999999999,2,71.99,31.650999999999975
387,92,33.6999999999999,6,72.5,31.599999999999977
388,69,32.99999999999994,4,72.21,31.598999999999975
389,70,32.89999999999995,2,72.26,31.623999999999974
390,67,24.20000000000001,5,72.28,31.501999999999974
391,81,31.799999999999937,4,72.24,31.505999999999972
392,71,29.799999999999976,2,72.35,31.494999999999973
393,43,32.59999999999998,4,72.09,31.58099999999997
394,75,29.400000000000006,5,72.34,31.52599999999997
395,56,34.300000000000004,2,72.19,31.570999999999977
396,58,31.099999999999966,2,71.92,31.597999999999974
397,81,25.799999999999926,2,72.09,31.520999999999972
398,36,39.299999999999976,5,71.78,31.581999999999972
399,38,36.099999999999966,4,70.87,31.67299999999997
400,74,29.499999999999943,2,70.58,31.70199999999997
401,72,29.700000000000006,4,70.77,31.62299999999997
402,96,30.29999999999999,2,71.02,31.56799999999997
403,91,30.79999999999992,4,71.45,31.524999999999967
404,44,32.49999999999998,2,71.15,31.494999999999973
405,68,30.099999999999994,4,71.4,31.439999999999973
406,66,36.29999999999998,4,71.36,31.503999999999973
407,53,37.59999999999996,5,71.17,31.582999999999974
408,73,29.599999999999948,4,71.17,31.522999999999975
409,70,32.89999999999994,2,70.67,31.542999999999978
410,52,34.699999999999946,2,70.25,31.614999999999974
411,46,35.3,2,69.76,31.663999999999977
412,56,34.299999999999955,2,69.65,31.704999999999973
413,129,23.9999999999999,3,70.05,31.724999999999973
414,81,31.79999999999997,4,70.49,31.710999999999977
415,70,32.89999999999997,2,70.41,31.718999999999983
416,123,18.600000000000016,4,70.89,31.670999999999978
417,86,28.299999999999955,4,70.86,31.643999999999977
418,88,28.099999999999987,4,71.06,31.593999999999973
419,108,26.09999999999998,4,71.4,31.529999999999973
420,107,26.199999999999868,2,71.56,31.513999999999967
421,42,32.699999999999996,2,71.32,31.507999999999967
422,50,31.899999999999956,6,71.34,31.535999999999966
423,77,29.199999999999967,5,71.09,31.620999999999963
424,80,25.899999999999928,3,70.9,31.609999999999967
425,32,33.69999999999999,6,70.01,31.69899999999997
426,104,26.500000000000004,2,70.54,31.645999999999972
427,42,26.699999999999996,3,70.36,31.543999999999965
428,96,30.299999999999905,4,70.77,31.502999999999965
429,52,31.699999999999974,3,70.16,31.533999999999963
430,58,34.099999999999994,2,70.02,31.517999999999965
431,37,36.199999999999974,4,69.66,31.583999999999964
432,54,37.49999999999997,4,69.48,31.631999999999966
433,109,25.999999999999936,5,70.12,31.50799999999997
434,96,27.300000000000004,4,70.43,31.41699999999997
435,57,34.199999999999974,5,70.22,31.467999999999975
436,75,29.40000000000002,3,70.09,31.450999999999972
437,59,33.99999999999997,4,69.85,31.504999999999978
438,59,33.99999999999996,4,69.84,31.47599999999997
439,56,37.29999999999998,2,69.53,31.536999999999974
440,105,26.39999999999994,3,69.69,31.520999999999976
441,65,36.399999999999956,6,69.67,31.582999999999974
442,45,38.39999999999996,3,69.36,31.61399999999998
443,57,34.19999999999996,5,69.49,31.570999999999973
444,80,28.90000000000002,3,69.79,31.540999999999972
445,76,26.299999999999983,2,69.92,31.437999999999974
446,27,25.200000000000003,2,69.33,31.40699999999997
447,56,34.299999999999955,2,69.22,31.387999999999973
448,68,36.099999999999966,2,69.01,31.468999999999973
449,87,28.19999999999994,3,69.21,31.448999999999966
450,40,32.899999999999984,2,68.95,31.444999999999972
451,111,28.79999999999989,2,69.21,31.41899999999997
452,73,35.59999999999998,5,69.24,31.475999999999967
453,96,27.29999999999999,4,69.79,31.360999999999972
454,84,28.499999999999943,4,69.82,31.38799999999997
455,81,31.799999999999983,2,70.15,31.384999999999973
456,40,32.89999999999999,4,69.77,31.42299999999998
457,79,31.999999999999993,4,70.1,31.389999999999976
458,27,34.19999999999999,2,69.77,31.36299999999997
459,39,32.99999999999998,2,69.17,31.39299999999997
460,70,29.899999999999984,2,69.06,31.343999999999973
461,63,24.59999999999997,3,68.89,31.330999999999968
462,58,34.09999999999998,2,68.56,31.39399999999997
463,96,24.30000000000001,2,68.9,31.329999999999973
464,99,29.99999999999998,4,69.52,31.267999999999976
465,44,38.499999999999986,4,69.57,31.26299999999997
466,44,32.49999999999997,6,68.93,31.296999999999972
467,54,34.499999999999986,4,68.86,31.39399999999997
468,122,24.699999999999992,4,69.31,31.34899999999997
469,72,29.699999999999964,2,69.36,31.34399999999997
470,102,29.69999999999991,5,69.57,31.352999999999966
471,99,21.00000000000001,2,69.78,31.271999999999963
472,82,28.70000000000001,4,69.71,31.278999999999964
473,45,35.39999999999998,2,69.63,31.256999999999966
474,50,34.9,6,69.53,31.23699999999997
475,61,30.800000000000004,2,69.23,31.26699999999997
476,76,29.29999999999996,3,69.39,31.280999999999977
477,59,33.999999999999986,2,69.61,31.258999999999972
478,61,30.799999999999983,2,69.3,31.229999999999983
479,78,32.099999999999966,4,69.39,31.250999999999976
480,67,30.199999999999953,2,69.55,31.23499999999997
481,92,30.699999999999967,2,69.72,31.24799999999997
482,106,29.30000000000001,6,70.24,31.195999999999973
483,70,32.89999999999996,4,70.24,31.165999999999972
484,85,34.39999999999998,2,70.63,31.126999999999974
485,100,26.899999999999928,4,70.65,31.12499999999998
486,57,34.20000000000002,3,70.73,31.116999999999976
487,99,30.0,2,70.8,31.079999999999973
488,86,28.299999999999947,3,70.97,31.032999999999966
489,68,33.099999999999945,3,70.95,31.034999999999965
490,71,32.79999999999998,3,70.99,31.120999999999967
491,82,28.699999999999967,4,71.0,31.08999999999997
492,54,31.5,2,70.83,31.10699999999997
493,49,31.99999999999998,5,70.89,31.100999999999978
494,116,25.29999999999995,4,71.3,31.059999999999967
495,107,23.19999999999996,2,71.81,30.94899999999997
496,58,31.09999999999996,4,71.81,30.94899999999997
497,62,30.69999999999996,2,71.62,30.99799999999997
498,51,31.799999999999983,4,71.77,30.92299999999997
499,64,30.49999999999998,2,72.03,30.866999999999972
500,66,36.29999999999994,2,71.95,30.934999999999974
501,72,32.69999999999995,4,71.95,30.96499999999997
502,53,31.599999999999998,5,71.52,30.977999999999966
503,51,31.799999999999983,6,71.12,30.98799999999997
504,66,30.29999999999996,2,71.34,30.965999999999976
505,64,30.49999999999998,4,71.3,30.969999999999978
506,81,28.799999999999955,3,71.45,30.89499999999997
507,79,34.99999999999998,4,71.71,30.86899999999998
508,57,34.199999999999996,4,71.55,30.914999999999974
509,63,30.599999999999994,2,71.48,30.891999999999975
510,80,28.89999999999997,2,71.76,30.833999999999968
511,59,30.99999999999995,5,71.89,30.790999999999972
512,56,34.29999999999994,2,71.89,30.790999999999972
513,73,35.59999999999994,2,71.33,30.906999999999975
514,81,28.80000000000001,2,71.33,30.87699999999997
515,71,29.799999999999955,3,71.34,30.845999999999975
516,58,28.099999999999987,4,70.69,30.94099999999997
517,59,36.99999999999998,2,70.42,31.027999999999977
518,98,27.09999999999997,3,70.52,31.017999999999976
519,71,23.799999999999983,3,70.15,30.994999999999973
520,110,28.89999999999995,2,70.18,31.021999999999977
521,99,29.999999999999996,2,70.75,30.994999999999973
522,103,29.59999999999993,2,71.28,30.97199999999998
523,80,34.899999999999935,6,71.31,31.02899999999998
524,57,37.19999999999997,4,71.08,31.141999999999975
525,39,38.99999999999998,4,71.15,31.194999999999972
526,99,29.999999999999957,3,71.1,31.229999999999976
527,83,22.59999999999998,4,71.51,31.188999999999975
528,106,32.299999999999955,2,71.61,31.20899999999998
