episode,shots,reward,moving_avg_shots,moving_avg_rewards
1,17,17.8,17.0,17.8
2,23,14.200000000000005,20.0,16.000000000000004
3,1504,-127.89999999999617,514.6666666666666,-31.96666666666539
4,31,19.400000000000006,393.75,-19.12499999999904
5,739,-51.40000000000049,462.8,-25.57999999999933
6,207,-1.1999999999999673,420.1666666666667,-21.5166666666661
7,558,-33.30000000000041,439.85714285714283,-23.199999999999573
8,29,16.6,388.5,-18.22499999999963
9,51,14.400000000000015,351.0,-14.59999999999967
10,19,17.6,317.8,-11.379999999999702
11,154,7.1000000000000085,302.90909090909093,-9.69999999999973
12,16,17.900000000000002,279.0,-7.399999999999751
13,34,16.100000000000005,260.15384615384613,-5.592307692307462
14,89,10.600000000000016,247.92857142857142,-4.435714285714071
15,37,12.800000000000008,233.86666666666667,-3.2866666666664655
16,382,-18.700000000000138,243.125,-4.249999999999818
17,24,14.100000000000005,230.23529411764707,-3.1705882352939456
18,265,-6.999999999999961,232.16666666666666,-3.3833333333331685
19,483,-28.800000000000274,245.3684210526316,-4.721052631578806
20,71,12.400000000000018,236.65,-3.8649999999998648
21,98,9.700000000000008,230.04761904761904,-3.2190476190474904
22,93,10.200000000000014,223.8181818181818,-2.6090909090907854
23,291,-6.600000000000016,226.7391304347826,-2.782608695652056
24,16,17.900000000000006,217.95833333333334,-1.9208333333332208
25,165,3.00000000000002,215.84,-1.7239999999998912
26,23,14.200000000000005,208.42307692307693,-1.1115384615383568
27,115,8.000000000000021,204.96296296296296,-0.7740740740739724
28,42,18.30000000000001,199.14285714285714,-0.09285714285704445
29,205,-0.9999999999999707,199.3448275862069,-0.12413793103438674
30,88,10.700000000000022,195.63333333333333,0.23666666666676023
31,37,15.800000000000006,190.51612903225808,0.7387096774194456
32,39,12.600000000000012,185.78125,1.1093750000000886
33,27,13.800000000000006,180.96969696969697,1.49393939393948
34,46,14.900000000000006,177.0,1.8882352941177307
35,72,12.300000000000017,174.0,2.185714285714367
36,58,13.700000000000014,170.77777777777777,2.5055555555556355
37,30,16.500000000000007,166.97297297297297,2.883783783783862
38,377,-18.20000000000012,172.5,2.3289473684211255
39,31,19.400000000000006,168.87179487179486,2.7666666666667377
40,119,10.600000000000005,167.625,2.9625000000000696
41,380,-15.500000000000156,172.8048780487805,2.5121951219512835
42,167,5.800000000000021,172.66666666666666,2.5904761904762537
43,56,16.900000000000013,169.95348837209303,2.92325581395355
44,65,13.000000000000016,167.5681818181818,3.152272727272788
45,234,-3.899999999999963,169.04444444444445,2.9955555555556166
46,29,19.60000000000001,166.0,3.356521739130495
47,143,5.200000000000002,165.51063829787233,3.3957446808511222
48,154,7.100000000000019,165.27083333333334,3.4729166666667233
49,77,11.800000000000011,163.46938775510205,3.6428571428571987
50,42,18.300000000000008,161.04,3.936000000000055
51,83,14.200000000000019,159.50980392156862,4.137254901960838
52,39,15.600000000000001,157.19230769230768,4.357692307692361
53,40,15.500000000000009,154.9811320754717,4.567924528301939
54,73,12.200000000000012,153.46296296296296,4.70925925925931
55,176,1.900000000000023,153.87272727272727,4.658181818181869
56,30,16.500000000000004,151.66071428571428,4.869642857142907
57,173,2.200000000000011,152.03508771929825,4.822807017543908
58,68,15.70000000000002,150.58620689655172,5.010344827586255
59,19,17.6,148.35593220338984,5.22372881355937
60,156,3.900000000000011,148.48333333333332,5.201666666666714
61,29,19.60000000000001,146.52459016393442,5.437704918032834
62,28,16.700000000000003,144.61290322580646,5.619354838709723
63,123,10.20000000000001,144.26984126984127,5.692063492063538
64,46,14.90000000000001,142.734375,5.835937500000044
65,104,12.100000000000005,142.13846153846154,5.932307692307736
66,117,7.80000000000001,141.75757575757575,5.960606060606104
67,29,19.600000000000005,140.07462686567163,6.164179104477655
68,108,8.700000000000012,139.60294117647058,6.2014705882353365
69,220,-2.499999999999961,140.768115942029,6.0753623188406225
70,12,15.300000000000002,138.92857142857142,6.207142857142899
71,173,2.2000000000000215,139.40845070422534,6.150704225352155
72,33,19.199999999999996,137.93055555555554,6.331944444444486
73,116,10.900000000000006,137.63013698630138,6.3945205479452465
74,132,6.300000000000008,137.55405405405406,6.393243243243284
75,37,12.8,136.21333333333334,6.478666666666707
76,106,8.900000000000022,135.81578947368422,6.510526315789514
77,10,15.500000000000002,134.1818181818182,6.627272727272767
78,23,20.200000000000006,132.75641025641025,6.801282051282091
79,46,17.90000000000001,131.65822784810126,6.941772151898773
80,40,18.50000000000001,130.5125,7.086250000000038
81,51,17.400000000000013,129.53086419753086,7.213580246913618
82,29,19.60000000000001,128.3048780487805,7.3646341463415
83,31,16.400000000000006,127.13253012048193,7.473493975903651
84,55,14.000000000000016,126.27380952380952,7.551190476190512
85,23,20.200000000000003,125.05882352941177,7.700000000000036
86,26,19.900000000000006,123.90697674418605,7.841860465116315
87,28,16.700000000000003,122.80459770114942,7.943678160919576
88,103,9.200000000000019,122.57954545454545,7.957954545454581
89,17,17.800000000000004,121.3932584269663,8.068539325842732
90,142,5.300000000000007,121.62222222222222,8.037777777777812
91,11,15.4,120.4065934065934,8.118681318681352
92,14,15.100000000000003,119.25,8.194565217391338
93,17,14.8,118.15053763440861,8.265591397849494
94,64,16.10000000000001,117.57446808510639,8.348936170212799
95,34,19.10000000000001,116.69473684210526,8.462105263157927
96,74,15.100000000000012,116.25,8.531250000000034
97,19,20.6,115.24742268041237,8.655670103092817
98,23,17.200000000000003,114.3061224489796,8.742857142857176
99,21,20.400000000000006,113.36363636363636,8.860606060606093
100,20,17.500000000000007,112.43,8.947000000000033
101,49,17.60000000000001,112.75,8.945000000000032
102,91,10.400000000000016,113.43,8.907000000000032
103,174,2.100000000000024,100.13,10.206999999999994
104,41,18.40000000000001,100.23,10.196999999999994
105,125,10.000000000000004,94.09,10.811000000000002
106,63,16.200000000000003,92.65,10.985
107,39,18.600000000000012,87.46,11.504000000000003
108,92,10.300000000000015,88.09,11.441
109,59,16.600000000000016,88.17,11.463000000000001
110,16,17.900000000000006,88.14,11.466000000000001
111,32,13.300000000000006,86.92,11.528000000000002
112,105,12.000000000000007,87.81,11.469000000000003
113,79,11.600000000000009,88.26,11.424000000000003
114,14,15.100000000000001,87.51,11.469
115,15,15.0,87.29,11.491
116,168,5.700000000000017,85.15,11.735000000000003
117,87,10.800000000000015,85.78,11.702000000000004
118,64,16.100000000000016,83.77,11.933000000000002
119,21,14.400000000000004,79.15,12.365000000000004
120,11,15.4,78.55,12.395000000000007
121,38,18.70000000000001,77.95,12.485000000000007
122,73,12.200000000000014,77.75,12.50500000000001
123,167,5.80000000000002,76.51,12.629000000000008
124,32,13.300000000000006,76.67,12.583000000000006
125,54,14.10000000000001,75.56,12.694000000000003
126,155,4.000000000000016,76.88,12.592000000000006
127,78,11.70000000000001,76.51,12.629000000000005
128,14,21.1,76.23,12.657000000000005
129,129,9.600000000000009,75.47,12.763000000000003
130,50,14.500000000000009,75.09,12.801000000000005
131,26,19.900000000000006,74.98,12.842000000000008
132,77,14.800000000000008,75.36,12.864000000000008
133,48,14.700000000000012,75.57,12.873000000000008
134,113,8.200000000000012,76.24,12.80600000000001
135,139,5.600000000000013,76.91,12.739000000000008
136,68,15.700000000000012,77.01,12.759000000000007
137,38,15.700000000000008,77.09,12.751000000000008
138,26,13.900000000000006,73.58,13.07200000000001
139,55,14.000000000000016,73.82,13.018000000000008
140,33,19.20000000000001,72.96,13.10400000000001
141,153,7.200000000000013,70.69,13.33100000000001
142,34,13.100000000000005,69.36,13.40400000000001
143,16,14.899999999999999,68.96,13.38400000000001
144,42,18.30000000000001,68.73,13.43700000000001
145,176,1.9000000000000186,68.15,13.495000000000006
146,31,13.400000000000006,68.17,13.43300000000001
147,28,13.700000000000006,67.02,13.518000000000011
148,37,15.800000000000008,65.85,13.605000000000011
149,19,14.600000000000005,65.27,13.633000000000008
150,131,6.400000000000011,66.16,13.51400000000001
151,80,14.500000000000009,66.13,13.51700000000001
152,53,14.200000000000015,66.27,13.503000000000009
153,68,12.70000000000001,66.55,13.475000000000009
154,33,13.200000000000006,66.15,13.485000000000012
155,29,16.600000000000005,64.68,13.63200000000001
156,34,16.10000000000001,64.72,13.628000000000007
157,12,18.299999999999997,63.11,13.789000000000005
158,74,12.10000000000001,63.17,13.753000000000004
159,117,10.800000000000006,64.15,13.685000000000004
160,25,14.000000000000004,62.84,13.786000000000008
161,68,15.700000000000019,63.23,13.747000000000007
162,30,13.500000000000005,63.25,13.715000000000009
163,99,9.600000000000012,63.01,13.709000000000009
164,97,9.800000000000017,63.52,13.658000000000007
165,40,15.50000000000001,62.88,13.692000000000007
166,67,15.80000000000002,62.38,13.772000000000007
167,22,17.300000000000004,62.31,13.749000000000008
168,99,9.600000000000007,62.22,13.758000000000006
169,63,16.200000000000017,60.65,13.945000000000007
170,53,17.20000000000001,61.06,13.964000000000008
171,28,16.700000000000006,59.61,14.109000000000007
172,20,20.500000000000007,59.48,14.122000000000009
173,36,18.900000000000013,58.68,14.202000000000009
174,72,15.300000000000006,58.08,14.292000000000009
175,23,14.2,57.94,14.306000000000008
176,160,3.5000000000000138,58.48,14.25200000000001
177,36,15.90000000000001,58.74,14.256000000000007
178,99,9.60000000000001,59.5,14.150000000000011
179,96,9.900000000000016,60.0,14.07000000000001
180,56,16.90000000000001,60.16,14.05400000000001
181,44,18.100000000000012,60.09,14.061000000000009
182,95,13.000000000000014,60.75,13.99500000000001
183,24,17.1,60.68,14.002000000000008
184,20,17.500000000000007,60.33,14.037000000000008
185,32,19.300000000000008,60.42,14.02800000000001
186,27,16.800000000000004,60.43,13.997000000000007
187,46,14.90000000000001,60.61,13.97900000000001
188,26,19.900000000000006,59.84,14.086000000000007
189,106,11.900000000000016,60.73,14.02700000000001
190,38,18.70000000000001,59.69,14.16100000000001
191,10,15.500000000000002,59.68,14.16200000000001
192,41,18.400000000000006,59.95,14.19500000000001
193,117,10.800000000000011,60.95,14.155000000000008
194,124,7.10000000000001,61.55,14.065000000000007
195,83,11.200000000000008,62.04,13.986000000000008
196,34,16.10000000000001,61.64,13.996000000000006
197,42,18.30000000000001,61.87,13.973000000000006
198,63,13.20000000000001,62.27,13.933000000000009
199,55,17.00000000000001,62.61,13.899000000000008
200,19,17.6,62.6,13.900000000000007
201,38,18.700000000000003,62.49,13.911000000000008
202,26,13.900000000000006,61.84,13.94600000000001
203,91,10.400000000000013,61.01,14.02900000000001
204,66,12.900000000000016,61.26,13.974000000000013
205,81,14.400000000000007,60.82,14.018000000000013
206,48,14.700000000000008,60.67,14.003000000000013
